1043,16
1095,34
887,41
903,43
324,29
676,42
462,20
969,38
716,8
843,11
884,8
325,15
388,40
544,28
360,7
561,6
625,10
248,19
959,3
713,34
732,41
528,42
362,47
631,26
803,22
538,36
979,10
301,15
148,40
1040,4
942,47
1005,11
1054,43
169,1
835,19
722,2
346,37
832,45
821,48
857,10
1007,29
730,19
674,12
417,5
936,39
1040,11
819,26
502,3
1051,1
934,15
601,37
146,28
953,8
1051,50
484,36
436,16
691,43
512,40
582,5
869,43
120,34
777,12
685,2
839,8
977,47
294,48
805,13
898,28
790,18
899,43
872,5
130,31
218,9
940,16
580,24
326,16
1075,19
645,24
385,49
146,27
609,3
291,28
879,1
518,31
781,30
286,14
1096,25
204,22
693,2
1098,33
936,33
309,18
860,11
399,3
766,1
288,31
959,32
115,43
738,38
828,23
370,17
490,19
493,44
1094,39
799,42
124,36
926,30
703,36
339,50
337,2
948,22
431,6
150,41
395,34
124,19
702,39
630,35
252,18
824,38
599,16
474,14
644,43
1087,39
469,17
729,47
458,17
707,29
213,47
710,46
1020,23
752,8
599,21
479,38
775,40
464,8
191,21
1008,19
600,29
1091,3
779,3
134,19
104,23
382,49
601,22
828,3
825,11
241,6
211,50
522,13
269,14
251,39
816,38
185,42
594,4
373,48
685,33
495,15
233,1
988,7
850,41
686,49
626,49
327,8
874,24
696,15
709,18
826,45
429,30
810,42
505,1
910,8
202,24
193,4
143,49
481,10
208,33
876,48
949,20
524,36
258,34
815,32
1017,3
691,7
496,11
313,12
175,35
1032,38
818,34
1002,21
243,40
140,10
482,24
116,37
400,47
730,16
686,1
803,9
1009,47
323,11
815,38
678,41
1027,14
534,47
102,38
619,48
181,8
959,13
934,23
902,34
519,29
150,5
330,49
413,38
245,31
996,6
167,19
844,38
530,25
832,27
1057,44
768,34
997,18
1040,23
585,33
1050,44
355,40
441,25
931,44
802,16
365,37
1011,23
596,44
851,14
356,19
177,2
901,31
771,33
435,47
593,4
541,2
911,31
627,34
691,42
610,25
840,9
395,33
613,23
808,43
516,44
541,23
325,21
733,25
1084,47
1000,4
929,43
1059,41
474,37
875,16
279,36
339,19
494,36
1001,6
406,8
246,21
650,38
994,23
257,23
1094,39
920,43
1042,46
631,46
683,3
429,2
264,4
1034,49
170,24
329,14
623,30
616,15
645,11
646,31
227,47
1000,16
582,13
400,15
750,25
1003,24
119,24
618,25
471,43
318,31
807,36
437,20
359,45
277,44
294,13
616,11
799,4
816,18
506,3
270,43
866,12
954,24
1025,10
336,33
840,39
399,35
913,23
1043,7
853,4
237,32
851,37
630,36
1077,29
990,16
917,44
1093,17
491,31
723,48
575,44
263,48
666,45
1014,12
451,40
802,36
974,20
1048,7
138,11
424,45
719,43
1041,17
268,15
363,39
124,16
866,29
440,8
1055,34
732,49
274,11
1066,3
423,18
350,1
155,13
1087,4
285,31
575,2
376,19
1041,13
534,42
756,23
147,20
105,25
528,12
199,26
945,39
451,42
583,25
765,9
212,23
887,19
229,32
1041,25
871,4
911,25
519,36
1018,35
427,44
432,26
875,49
671,40
810,43
101,10
188,36
688,17
277,42
103,24
240,13
1017,29
486,46
423,20
500,8
870,42
468,17
434,9
483,21
1064,9
128,30
584,29
929,35
262,22
1040,28
960,44
405,40
638,3
448,22
1085,9
1042,19
416,22
797,10
741,42
492,17
461,31
857,4
822,45
499,43
878,49
981,47
1054,45
996,1
808,3
281,50
273,32
376,45
711,31
1063,8
330,13
134,46
1049,46
358,29
299,13
829,34
266,14
536,26
716,37
881,27
843,17
581,21
704,11
318,17
348,36
381,29
800,16
979,3
1016,40
583,17
1054,12
351,20
730,37
499,45
275,31
474,21
750,5
1090,2
864,9
1019,10
643,49
389,41
764,17
792,27
554,23
942,4
283,41
424,10
675,20
302,46
147,21
562,41
320,48
839,30
902,4
885,39
1096,19
124,4
832,8
125,28
773,12
478,50
197,45
253,13
656,46
303,44
458,7
177,18
347,9
440,38
703,16
916,38
777,31
134,47
779,49
465,43
502,31
431,36
313,24
1040,9
708,29
591,5
1025,4
762,8
250,39
1083,40
340,37
566,4
853,34
537,17
771,38
645,6
404,11
428,3
921,1
495,12
264,19
601,21
308,45
113,41
1016,28
313,40
999,10
627,34
1026,44
932,29
262,8
515,46
801,22
181,3
854,4
145,46
204,25
497,40
198,37
860,43
245,1
360,20
489,13
531,41
587,41
747,24
177,39
948,6
989,3
483,17
234,3
1038,12
804,10
377,25
923,11
994,41
837,29
836,48
116,41
264,25
956,34
621,4
397,42
883,6
468,39
645,24
765,6
908,38
985,5
985,27
938,48
490,43
745,44
512,31
104,45
623,27
547,13
602,11
925,3
736,9
608,47
852,39
821,25
993,22
448,46
117,50
358,21
559,18
332,37
365,49
596,1
892,6
981,9
482,18
724,30
691,47
993,5
450,25
341,4
1011,1
163,41
563,32
122,33
1013,15
580,37
275,37
749,28
703,39
396,46
1017,31
785,17
187,37
631,44
322,30
459,42
140,28
189,11
518,18
553,37
141,41
929,21
1034,35
308,44
780,8
644,2
546,35
523,38
926,8
736,3
494,50
298,38
532,42
1052,4
515,9
592,7
451,25
432,36
561,42
580,41
801,24
144,49
1010,19
787,37
529,25
242,21
423,40
359,5
731,11
357,43
717,49
249,15
172,31
649,29
119,27
418,18
799,11
964,6
925,48
791,49
968,27
816,35
911,21
685,39
276,38
577,37
680,22
146,45
